,YearMonth,publication,text,topic_nr,topic_name
2489,2022-09,Le Monde,"La mission au-delà du profit.  ... ’appuyer notre développement stratégique sur des valeurs fortes, insistetil. A l’heure du réchauffement  climatique, les surgelés ne sont pas forcément une solution durable. Si je veux faire perdurer l ...",4,4_macron_les villes_entreprises_dollars
2490,2022-09,Le Monde,"Actualité, enjeux de société: on débat!.  ...  l’Etat a beau avoir imposé une semaine de confinement par mois pour ralentir le  changement  climatique, la chaleur est telle, l’été, que l’eau devient une ressource rare pour laquelle ...",7,7_inondations_phénomènes_eaux_par le
2491,2022-09,Le Monde,"Nous devons adapter notre système alimentaire dès à présent face à la crise climatique.  ...  vident, les nappes phréatiques s’abaissent. Si les humains continuent à émettre des gaz à  effet  de  serre au rythme actuel, le Groupe d’experts intergouvernemental sur l’évolution du climat (GIEC ...",0,0_cop_paris_changement_accord
2492,2022-09,Le Monde,"Le sable, richesse et malédiction des Maldives.  ...  dont certaines très résistantes, qui avaient survécu à de multiples épisodes de blanchissement liés au  réchauffement  climatique, notamment celui de 2016» , poursuit la cofondatrice et viceprésidente du Maldives Coral Institute. Elle ...",31,31_barrière_barrière de corail_récifs_récifs coralliens
2493,2022-09,Le Monde,"Les vignerons, au cœur de l’odyssée de la vigne et du vin.  ...  terroirs qui s’imposent comme de nouveaux horizons viticoles, face aux grosses productions standardisées. Le  changement  climatique clôt le documentaire et la série des défis que doivent encore relever vigneronnes et vignerons ...",30,30_les vins_bordeaux_vigne et du_viticole française
2494,2022-09,Le Monde,"Au Groenland, le sable pour horizon.  ...  fonte glaciaire y est donc très forte. Pour la majeure partie de la planète, le  changement  climatique s’accompagne de catastrophes, d’inondations plus fréquentes dans les zones basses, d’un dégel ...",6,6_des glaciers_stations_les alpes_glaces
2495,2022-09,Le Monde,"Les Sisyphe de Miami Beach.  ... ’université de Floride, les prévisions se montrent plus alarmantes que celles des années précédentes, le  réchauffement  climatique jouant un rôle majeur dans cette accélération. Le «Ground Zero» du réchauffement Côté terre, les ...",28,28_océans en_île_courants_du niveau des
2496,2022-09,Le Monde,"La viande, symbole masculin et aliment délétère pour le climat.  ...  élevage, transformation, transport) est aussi source d’environ un quart des émissions de gaz à  effet  de  serre d’origine humaine, dont la moitié sont dues à l’élevage. Réduire la consommation ...",17,17_vaches_de élevage_14 des_production de viande
2497,2022-09,Le Monde,"L’été 2022, le plus chaud en Europe.L’été 2022, qui a vu se multiplier les catastrophes liées au  réchauffement  climatique, a été le plus chaud enregistré en Europe, a indiqué jeudi 8septembre le service européen de surveillance ...",20,20_la plus chaude_copernicus_record_européen copernicus
2498,2022-09,Le Monde,"Climat: des seuils critiques bientôt franchis?.  ...  système autoentretenu» , indique l’étude. Leurs résultats montrent que les émissions de gaz à  effet  de  serre ont déjà propulsé la Terre dans une zone de danger. Elle aurait quitté un ...",36,36_stables_les émissions mondiales_vont continuer grimper_37 ici
2499,2022-09,Le Monde,"Nicolas Baumard et Coralie Chevallier L’impact environnemental des jets privés est largement sous-estimé....  communication et de la posture morale que d’une véritable politique de lutte contre le  réchauffement  climatique. Christophe Béchu, ministre de la transition écologique et de la cohésion des territoires, a notamment ...",4,4_macron_les villes_entreprises_dollars
2500,2022-09,Le Monde,"François Gemenne Le changement climatique est déjà un des premiers facteurs de migration.... ’un plan national d’adaptation, pour améliorer la résilience du pays face aux impacts du  changement  climatique. Mais que peut l’adaptation face à des inondations qui touchent des dizaines de millions ...",33,33_bangladesh_les réfugiés climatiques_climatique crée plus_utilise étranger comme
2501,2022-09,Le Monde,"Le «fétichisme» du carbone.  ...  ne comptait en 2019 que pour moins de 0,1 % des émissions de gaz à  effet  de  serre de la France. Interdire ce mode de transport ne changerait rien ou presque au ...",1,1_carbone_france_gaz effet de_émissions de
2502,2022-09,Le Monde,"Climat: au feu!.... ’ai une situation professionnelle qui me permet de vivre confortablement,  (…)  ma relation amoureuse se passe très bien, pourtant, au fond de moi, je ressens une angoisse permanente liée au  changement  climatique.»  ...",30,30_les vins_bordeaux_vigne et du_viticole française
2503,2022-09,Le Monde,"L’insatiable appétit de sable du Grand Paris.  ...  béton, il en faudra toujours pour ériger des digues de protection contre les effets du  changement  climatique. Pourtant, les créations de sites d’extraction sont devenues  «marginales , rapporte Alain Boisselon.  On en ...",6,6_des glaciers_stations_les alpes_glaces
2504,2022-09,Le Monde,"Alaska Coup de chaud dans l’Arctique.  ... Depuis, le  réchauffement  climatique a provoqué la fonte des glaces qui bloquaient le détroit de Béring et les relations avec la Russie sont devenues glaciales avec l’invasion de l’Ukraine.  «Avant ...",6,6_des glaciers_stations_les alpes_glaces
2505,2022-09,Le Monde,"Le succès des «fonds climat».  Lutter contre le  réchauffement  climatique avec son épargne, telle est la promesse faite par ces produits de placement que l’industrie financière appelle les «fonds climat».  «Ils visent un rendement financier, mais ...",9,9_chinois_jinping_pic_la chine et
2506,2022-09,Le Monde,"Rénovation énergétique A l’aide!.  ...  la guerre en Ukraine. Un défi de taille aussi en matière de lutte contre le  changement  climatique, le logement étant source d’environ un cinquième des émissions de gaz à  effet de ...",1,1_carbone_france_gaz effet de_émissions de
2507,2022-09,Le Monde,"Accrochez-vous!.  ...  quasi consensus, que ce soit dans le but de contribuer à la lutte contre le  changement  climatique – le logement pèse lourd dans les émissions de gaz à  effet  de  serre nationales – ou ...",36,36_stables_les émissions mondiales_vont continuer grimper_37 ici
2508,2022-09,Le Monde,"Au Groenland , sur les traces de Charcot.  ... Jofre.  Mais le plus intéressant, c’est que cette extinction massive coïncide avec un important  réchauffement  climatique. Selon les estimations, la concentration en CO2 dans l’atmosphère serait passée de 500 ppm ...",35,35_concentrations de gaz_ppm_record_année les concentrations
2509,2022-09,Le Monde,"La destruction des récoltes met en péril la sécurité alimentaire du pays.  ...  M. Guterres. Le Pakistan, responsable de moins de 1 % de ces émissions de gaz à  effet  de  serre, figure parmi les pays les plus vulnérables au  changement  climatique. Selon l’Organisation des ...",22,22_vanuatu_qui subit_petites îles_continent africain
2510,2022-09,Le Monde,"L’ONU alerte sur le «chaos climatique» à venir.  ... ?Ce rapport montre que le  changement  climatique est en train d’atteindreune portée destructrice inouïe,  s’inquiète le secrétaire général des Nations unies, Antonio Guterres, dans un message vidéo . Pourtant, alors même ...",38,38_climatique notre_droit reste identifié_mouvements migratoires dans_monde gouverné en
2511,2022-09,Le Monde,"Carole Delga Il revient à la France de lancer enfin sa révolution ferroviaire.  ...  servi le développement économique, elles doivent désormais servir en premier lieu la lutte contre le  réchauffement  climatique.  Ce changement de paradigme n’est pas une utopie. Il n’est pas un choix ...",0,0_cop_paris_changement_accord
2512,2022-09,Le Monde,"Le Pakistan pâtit d’infrastructures vétustes.  ...  crise économique majeure. Le Pakistan, responsable de moins de 1 % des émissions de gaz à  effet  de  serre, attribue la lourdeur de ce bilan au  changement  climatique. Mais il a aussi été ...",18,18_navires_le diesel_volkswagen_constructeurs
2513,2022-09,Le Monde,"Gauche cherche peuple.  ...  communiste français – doit être défendue et reliée à l’impératif de la lutte contre le  changement  climatique, ellemême pourvoyeuse d’emplois et d’espoir collectif. Sous le  «parfum d’abandon»  de ...",0,0_cop_paris_changement_accord
2514,2022-09,Le Monde,"Nucléaire: le débat impossible.  ...  forger une opinion raisonnable sur un sujet crucial, au moment où la lutte contre le réchauffement  climatique se double d’une crise énergétique sans précédent.  «Il est très compliqué d’obtenir la ...",15,15_énergie nucléaire_atome_nucléaire qui_japon
2515,2022-09,Le Monde,"Jaushieh Joseph Wu Pékin trompe le monde en prétendant que Taïwan fait partie de la République populaire de Chine.  ...  en cours que représentent des variants du SARSCoV2 aux efforts retardés contre le  changement  climatique, des ruptures de la chaîne d’approvisionnement à l’invasion sans raison de l’Ukraine ...",9,9_chinois_jinping_pic_la chine et
2516,2022-09,Le Monde,"Compter sur les riches pour diminuer nos émissions de gaz à effet de serre ne suffira pas.  ...  les efforts que les plus fortunés doivent fournir pour contribuer à la lutte contre le  changement  climatique. Après tout, ils en ont les moyens et une baisse de leurs abondantes émissions ne ...",2,2_europe_union_bruxelles_émissions de
2517,2022-09,Le Monde,"Guterres plaide pour taxer les profits dans les énergies fossiles.  ...  Etats riches à taxer ces profits pour les redistribuer aux pays victimes des conséquences du  changement  climatique et aux populations touchées par l’inflation. Les industriels du charbon, du pétrole et du ...",26,26_actionnaires_exxonmobil_pétrolier_majors
2518,2022-09,Le Monde,"Valérie Masson-Delmotte, une climatologue au sommet.  ...  fois quarantedeux ministres et secrétaires d’Etat qu’il faut former d’urgence au  changement  climatique après l’été catastrophique qu’a traversé la France, marquée par une succession de canicules ...",8,8_bce_banque centrale_christine lagarde_politique monétaire
2519,2022-09,Le Monde,"Penser et agir dans un monde en feu.  ...  l’éminent Paul J. Crutzen nous a emprunté notre vocabulaire – et les problèmes liés au  réchauffement  climatique sont étudiés par des scientifiques de premier plan, physiciens de formation» . Sans compter qu’en ...",0,0_cop_paris_changement_accord
2520,2022-09,Le Monde,"Dans l’est du Canada, des îles s’adaptent aux effets du réchauffement.  ...  mises en œuvre pour résister à l’érosion des côtes, l’un des effets du  réchauffement  climatique. Au fil des ans, les habitants des îles, les Madelinots, ont vu leurs paysages se ...",28,28_océans en_île_courants_du niveau des
2521,2022-09,Le Monde,"Les moussons menacent la cité antique de Mohenjo-Daro, au Pakistan.  ...  ont été avancées pour expliquer le déclin de cette civilisation, dont certaines évoquent justement un  changement  climatique.  Aide de l’Unesco La mousson hors norme qu’a connue le Pakistan cette année ...",6,6_des glaciers_stations_les alpes_glaces
2522,2022-09,Le Monde,"Les fromages AOP fragilisés par la crise climatique.  ...  sont encore sur la table de l’INAO. Comme celui du comté.  «   L’impact du  changement  climatique a été plus violent cette année. Avec la canicule, la végétation a totalement été stoppée ...",16,16_premières victimes_enfants_santé mentale_pandémie
2523,2022-09,Le Monde,"Les transports actifs sont bons pour la planète, la santé et l’économie.  D’un côté, une urgence à agir pour limiter le  réchauffement  climatique. De l’autre, une urgence tout aussi cruciale à lutter contre le manque d’activité physique et la sédentarité, fléaux ...",18,18_navires_le diesel_volkswagen_constructeurs
2524,2022-09,Le Monde,Antoine Bondaz et Philippe Orliange L’Indo-Pacifique est incontournable pour faire face au défi climatique....  la diversité des défis: sécurité et défense; économie et connectivité; multilatéralisme et Etat de droit;  changement  climatique et biodiversité. La France entend contribuer à apporter des solutions aux défis auxquels les pays ...,5,5_bolsonaro_changement_brésil_ne
2525,2022-09,Le Monde,"Salers, saint-nectaire: des producteurs en difficulté.  ...  Le constat est d’autant plus inquiétant que c’est une tendance lourde résultant du  changement  climatique. Ce qui fait peser une menace sur l’économie laitière de montagne. Les chambres d ...",0,0_cop_paris_changement_accord
2526,2022-09,Le Monde,Plastique: l’agroalimentaire mis en demeure.  ...  La première a été lancée en 2019 contre Total et son mégaprojet pétrolier en Ouganda.  Réchauffement  climatique «Nous considérons que la mise sur le marché de plastique fait peser un risque majeur ...,1,1_carbone_france_gaz effet de_émissions de
2527,2022-09,Le Monde,"Climat: le manque de financements dénoncé.  ...  les attentes de l’hôte du sommet: accélérer la réduction des émissions de gaz à  effet  de  serre, doubler les financements consacrés à l’adaptation au  changement  climatique et, surtout, répondre au ...",1,1_carbone_france_gaz effet de_émissions de
2528,2022-09,Le Monde,"«C’est un investissement de survie pour l’humanité».  ...  et à quelle intensité. Il n’y a pas de justification à ne pas agir dans la lutte contre le  changement  climatique. Sans action, l’espoir n’est qu’une illusion.  ...",0,0_cop_paris_changement_accord
2529,2022-10,Le Monde,"Le grand saccage des années Bolsonaro.  ...  ans, aura transformé en paria international un pays autrefois leader dans la lutte contre le  changement  climatique.  Certes, le combat pour la protection de la nature a connu ici  «des hauts et ...",5,5_bolsonaro_changement_brésil_ne
2530,2022-10,Le Monde,"Qu’elle était vert pâle, ma «copro».  ...  français, dans un contexte où l’habitat génère un cinquième des émissions de gaz à  effet  de  serre. Et l’enjeu ne s’arrête pas au bâti?: les copros regorgent d’espaces ...",1,1_carbone_france_gaz effet de_émissions de
2531,2022-10,Le Monde,"La mode et les échos du monde.  ...  fébrilité, une inquiétude grandissante face aux défis de notre époque, qu’il s’agisse du  réchauffement  climatique, des droits des femmes bafoués, de la guerre en Ukraine ou des victoires de l ...",27,27_communautés locales agissent_climatique vid_en croissance_économie circulaire est
2532,2022-10,Le Monde,"L’environnement, une préoccupation majeure dans l’opinion.  ... Il y a désormais consensus sur la réalité du  changement  climatique, mais seulement une majorité s’accorde sur les causes de ce changement. L’actualité française et internationale a sans doute accéléré ...",16,16_premières victimes_enfants_santé mentale_pandémie
2533,2022-10,Le Monde,Les entreprises du secteur de l’eau alertent sur le déficit chronique d’investissements.  L’été 2022 a sonné l’alerte: la France n’est pas épargnée par le  réchauffement  climatique et son cortège de longues sécheresses. Les rivières à sec ont incité à s’interroger ...,8,8_bce_banque centrale_christine lagarde_politique monétaire
2534,2022-10,Le Monde,Adaptation.  ...  avec et à s’y adapter. L’idée n’est pas nouvelle?: l’adaptation au  changement  climatique fait l’objet de nombreux travaux de recherche depuis vingt ans. Elle est aussi au ...,5,5_bolsonaro_changement_brésil_ne
2535,2022-10,Le Monde,"«Les villes doivent éviter la “mal-adaptation”».  ...  Comment peuventelles agir? Les villes produisent deux tiers des émissions mondiales de gaz à  effet  de  serre et cette part augmente. Face à ce constat, partout, un ensemble demunicipalités et métropoles ...",4,4_macron_les villes_entreprises_dollars
2536,2022-10,Le Monde,Vers une nouvelle ère urbaine.  Les aires urbaines produisent 70 % des émissions mondiales de gaz à  effet  de  serre. Les réduire constitue un défi majeur pour les villes. D’autant que cette part pourrait augmenter rapidement avec ...,4,4_macron_les villes_entreprises_dollars
2537,2022-10,Le Monde,"Climat: la sécheresse de cet été liée au réchauffement.  ...  réchauffé de 1,2 °C, avec le climat du passé. L’équipe conclut que le  changement  climatique, dans l’hémisphère Nord, a rendu la sécheresse agricole au moins vingt fois plus probable ...",6,6_des glaciers_stations_les alpes_glaces
2538,2022-10,Le Monde,Des jeux d’hiver saoudiens anachroniques....  la sépare de la ville égyptienne de Charm ElCheikh. La prochaine COP27 sur le  changement  climatique se tiendra justement dans cette dernière en novembre. Les délégués qui s’y presseront pourront ...,0,0_cop_paris_changement_accord
2539,2022-10,Le Monde,"Les mesures écartées du plan de sobriété de Matignon.  ...  favoriserait les investissements dans des domaines favorables à la réduction des émissions de gaz à  effet  de  serre. Dans un document de travail que  Le Monde  s’est procuré, le ministère de ...",1,1_carbone_france_gaz effet de_émissions de
2540,2022-10,Le Monde,"Les fuites de méthane moins importantes qu’annoncé.  ...  en mer Baltique, ont relâché environ 70000 tonnes de méthane, un puissant gaz à  effet  de  serre, selon la première estimation faite à partir d’observations atmosphériques par des chercheurs du ...",7,7_inondations_phénomènes_eaux_par le
2541,2022-10,Le Monde,Qatar: les dossiers qui alimentent la polémique.  ...  anachronique à un moment où la communauté internationale est engagée dans la lutte contre le  réchauffement  climatique et où les Européens sont appelés à la   sobriété énergétique.  «Ce n’est pas un ...,2,2_europe_union_bruxelles_émissions de
2542,2022-10,Le Monde,"La formation des fonctionnaires à la transition écologique est lancée.  ...  L’ensemble du gouvernement avait alors écouté la climatologue Valérie MassonDelmotte expliquer les enjeux de la lutte contre le  changement  climatique, une mise au point rapide de quelque trente minutes.  ...",5,5_bolsonaro_changement_brésil_ne
2543,2022-10,Le Monde,"Avis de tempête sur les économies émergentes.  ...  privé. Les besoins en financement des pays en développement pour faire face aux conséquences du  changement  climatique vont aussi augmenter, comme le montrent les inondations au Pakistan de cet été, qui ont ...",25,25_famine_madagascar_kenya_milliards habitants
2544,2022-10,Le Monde,"Biodiversité: le déclin inexorable des vertébrés.  ...  les espèces invasives.  «Si rien n’est fait pour diminuer les émissions de gaz à  effet  de  serre, le réchauffement deviendra bientôt la principale menace pour la biodiversité» , rappelle toutefois Arnaud Gauffier ...",13,13_oiseaux_invasives_exotiques_pollution
2545,2022-10,Le Monde,"Le réchauffement climatique, une menace majeure et croissante.  ...  par les prises accidentelles liées à la pêche illégale.  Mais d’autres pressions, liées au  réchauffement  climatique, pèsent sur ces animaux.  «Le nombre de mâles et de femelles à naître est fixé ...",22,22_vanuatu_qui subit_petites îles_continent africain
2546,2022-10,Le Monde,"Le sursaut «fragile» des investissements pour le climat en France.  ...  les bâtiments et la production d’énergie, qui concentrent 60 % des émissions de gaz à  effet  de  serre françaises. Les plus fortes hausses se retrouvent du côté de l’achat de véhicules ...",32,32_rénovation_rénovation énergétique_électricité_énergie en france
2547,2022-10,Le Monde,"Les TER fantômes des Hauts- de-France.  ...  savoir à quelle heure vous arrivez quelque part. Je suis désespérée parce que, avec le  réchauffement  climatique, on marche à l’envers.» Devant les écrans de la gare de Creil, David F ...",8,8_bce_banque centrale_christine lagarde_politique monétaire
2548,2022-10,Le Monde,"L’agriculture chinoise au défi du réchauffement.  ...  qu’elle vient de connaître, mais il est d’ores et déjà évident que le  réchauffement  climatique aura des effets encore plus dévastateurs qu’anticipé, notamment sur l’agriculture.  «Le gouvernement fait ...",9,9_chinois_jinping_pic_la chine et
2549,2022-10,Le Monde,Le vote du Parlement européen ôtera à l’hydrogène sa pertinence pour réduire nos émissions de gaz à effet de serre....  fossile. Cela ôtera à l’hydrogène sa pertinence pour réduire nos émissions de gaz à  effet  de  serre… ce qui est pourtant son intérêt premier. Pour produire de l’hydrogène vraiment «renouvelable ...,37,37_climatique hydrogène vert_électrolyse_être produit_azotés
2550,2022-10,Le Monde,"Climat: un réchauffement aggravé en France.  ...  du siècle que ce que montraient les précédentes estimations. Si les émissions de gaz à  effet  de  serre se maintiennent au même niveau, la température moyenne de l’Hexagone pourrait être supérieure ...",36,36_stables_les émissions mondiales_vont continuer grimper_37 ici
2551,2022-10,Le Monde,"Des super-héros en lutte contre le réchauffement climatique.  ...  du service, puisque les Déviants sont de retour. Or, en ces temps modernes, s’est ajoutée la menace d’un  réchauffement  climatique qui risque de tout faire disparaître. Message écologique entendu?!  ...",0,0_cop_paris_changement_accord
2552,2022-10,Le Monde,"«En2050, dépasser 30  0 C en octobre ne sera plus exceptionnel».  ...  Cet épisode prolonge une année particulièrement chaude… On coche toutes les cases des effets du  changement  climatique?: la hausse de la fréquence des vagues de chaleur – on en est à la cinquième ...",20,20_la plus chaude_copernicus_record_européen copernicus
2553,2022-10,Le Monde,"Chaque année, 25millions de m 3 d’eau vont aux pistes de ski.  ...  artificiels pour stocker l’eau. «Pas de danger imminent» L’affaire se complique avec le  changement  climatique: la neige artificielle nécessite des températures inférieures à 0 °C, et elle ne peut être ...",6,6_des glaciers_stations_les alpes_glaces
2554,2022-10,Le Monde,"«Face au réchauffement, chaque Etat doit sortir de sa zone de confort».  ...  Elle revient également sur la crise énergétique qui rend plus difficile la lutte contre le  changement  climatique, avant la conférence mondiale sur le climat (COP27), qui se tiendra, du 6 au 18 ...",0,0_cop_paris_changement_accord
2555,2022-10,Le Monde,"Elisabeth Borne lance son plan pour une «France nation verte».  ...  Las. Le «?coup de volant?» destiné à réduire de 55 % les émissions de gaz à  effet  de  serre d’ici à 2030 et à atteindre la neutralité carbone en 2050, relève plutôt ...",1,1_carbone_france_gaz effet de_émissions de
2556,2022-10,Le Monde,"Pour un «new deal» ferroviaire à la mesure des crises, des défis de nos générations et du changement climatique.  ...  deal» ferroviaire, à la mesure des crises et des défis de nos générations, et du  changement  climatique. Dans l’esprit des grandes initiatives fédératrices qui ont modernisé la France, c’est notre ...",0,0_cop_paris_changement_accord
2557,2022-10,Le Monde,L’exécutif peine à intégrer les enjeux climatiques dans l’horizon politique.  ...  a fixé l’an dernier un objectif de réduction de 55 % des émissions de gaz  effet  de  serre (par rapport à 1990)  «alors qu’on ne savait déjà pas exactement comment atteindre ...,2,2_europe_union_bruxelles_émissions de
2558,2022-10,Le Monde,"Les impacts du réchauffement climatique sur la santé humaine.  ...  dans tous les pays du monde, meurent chaque année des conséquences directes et indirectes du  réchauffement  climatique. Vagues de chaleur, fortes précipitations, feux de forêt, tempêtes et sécheresses: l’augmentation de la ...",8,8_bce_banque centrale_christine lagarde_politique monétaire
2559,2022-10,Le Monde,"«Ce n’est pas le blocage des raffineries qui a donné lieu à l’accord».  ...  la structuration des préoccupations des travailleurs: la répartition de la valeur créée, les conséquences du  changement  climatique et le rapport au travail ont dépassé la crainte du chômage de masse, voire le ...",4,4_macron_les villes_entreprises_dollars
2560,2022-10,Le Monde,"Niveaux record de gaz à effet de serre dans l’atmosphère.  Les concentrations de gaz à  effet  de  serre dans l’atmosphère ont atteint des niveaux record en 2021, selon le bulletin annuel publié par l’Organisation météorologique mondiale (OMM), mercredi 26 octobre ...",35,35_concentrations de gaz_ppm_record_année les concentrations
2561,2022-10,Le Monde,"Pour le climat, «une année gâchée».  ...  de Paris et ne parvient toujours pas à tracer un chemin  «crédible»  pour limiter le  réchauffement  climatique à 1,5°C − la cible la plus ambitieuse du traité international, destinée à éviter ...",2,2_europe_union_bruxelles_émissions de
2562,2022-10,Le Monde,"Une vague de chaleur inédite par son intensité et sa durée.  ...  une circulation atmosphérique de très grande échelle.  «Cette configuration est classique, mais désormais, avec le  changement  climatique, elle s’accompagne de températures toujours plus élevées» , indique le directeur de recherche au CNRS ...",7,7_inondations_phénomènes_eaux_par le
2563,2022-10,Le Monde,"Résister au fatalisme mortifère....  sur le climat (COP27) à Charm ElCheikh, en Egypte, une nouvelle alerte sur le  changement  climatique est lancée par deux institutions onusiennes. Une de plus, diront les plus déterministes. Une de ...",16,16_premières victimes_enfants_santé mentale_pandémie
2564,2022-10,Le Monde,"Entre les mains des électeurs brésiliens, une partie de l’avenir de la planète.  ... ’étendue se trouve en territoire brésilien. Un patrimoine naturel sans lequel aucune victoire contre le  changement  climatique n’est possible. A ce titre, les «années Bolsonaro» font figure de désastre. L’ensemble ...",5,5_bolsonaro_changement_brésil_ne
2565,2022-11,Le Monde,La recherche océanographique est menacée....  régule le climat mondial grâce à ses échanges continuels avec l’atmosphère et atténue le  changement  climatique en cours. L’océan est le puits majeur de carbone par absorption et stockage du ...,28,28_océans en_île_courants_du niveau des
2566,2022-11,Le Monde,"Climat: le secteur pétrogazier, principal émetteur de méthane.  Si une molécule de méthane est vingtcinq fois plus puissante comme gaz à  effet  de  serre direct qu’une molécule de dioxyde de carbone (CO2), elle s’oxyde au bout d ...",7,7_inondations_phénomènes_eaux_par le
2567,2022-11,Le Monde,"Le débat sur les mégabassines s’envenime.  ...  Essentiellement aménagés par les humains, beaucoup sont inutilisés, voire oubliés. Mais dans le contexte du  changement  climatique, des centaines de nouvelles grandes retenues sont en préparation pour l’irrigation. Certaines font l ...",7,7_inondations_phénomènes_eaux_par le
2568,2022-11,Le Monde,"L’exécutif entend afficher sa fermeté face aux militants écologistes radicaux.  ...  opposent fermement. Depuis plusieurs semaines, François Gemenne, spécialiste des migrations et des politiques liées au  réchauffement  climatique et qui a participé au sixième rapport du Groupe d’experts intergouvernemental sur l’évolution ...",0,0_cop_paris_changement_accord
2569,2022-11,Le Monde,"Climat: les efforts d’adaptation insuffisants.  ...  en Ukraine ou l’inflation ne doivent pas justifier l’inaction dans l’adaptation au  changement  climatique, prévient le PNUE.  «Les personnes qui sont devenues des victimes de l’insécurité alimentaire à ...",33,33_bangladesh_les réfugiés climatiques_climatique crée plus_utilise étranger comme
2570,2022-11,Le Monde,"Un tiers des glaciers du Patrimoine mondial condamnés.  S’il fallait une preuve supplémentaire des dégâts causés par le  réchauffement  climatique sur les glaciers de la planète, l’Unesco la fournit. Jeudi 3 novembre, l’Organisation des Nations unies pour ...",6,6_des glaciers_stations_les alpes_glaces
2571,2022-11,Le Monde,"Antonio Guterres, voix ardente pour le climat.  ...  dérèglement climatique, exhorte les Etats et les entreprises à réduire leurs émissions de gaz à  effet  de  serre et désigne les coupables. Depuis sa prise de fonctions, en janvier 2017, il a ...",0,0_cop_paris_changement_accord
2572,2022-11,Le Monde,"Au Burkina Faso, mieux prévoir les phénomènes extrêmes.  ...  équipes d’affiner leurs prévisions mais surtout de suivre au plus près l’impact du  changement  climatique dans ce pays semiaride du Sahel. In fine, l’enjeu est de mieux prévoir ...",21,21_glaciologie_température_surface_années 1990 aux
2573,2022-11,Le Monde,"Une COP pour garder le climat au premier plan.  ...  la confiance et de s’unir au plus haut niveau politique pour faire face au  changement  climatique» , poursuitil . «Cette crise existentielle doit être de nouveau la priorité fondamentale de l’action ...",0,0_cop_paris_changement_accord
2574,2022-11,Le Monde,"Les COP, «caisses de résonance des débats du monde».  ...  de la Terre de Rio de Janeiro. Ce traité international reconnaît l’existence d’un  changement  climatique d’origine humaine et donne aux pays développés le primat de la responsabilité pour lutter ...",0,0_cop_paris_changement_accord
2575,2022-11,Le Monde,"L’Afrique ne veut pas sacrifier son développement.  ... A l’origine de moins de 3% du total mondial des émissions de gaz à  effet  de  serre cumulées depuis le début de l’ère industrielle, le continent est en première ligne ...",22,22_vanuatu_qui subit_petites îles_continent africain
2576,2022-11,Le Monde,"Les banques multilatérales appelées à se mobiliser davantage.  ...  financements supplémentaires?» afin d’aider les pays pauvres à affronter de nouveaux défis comme le  changement  climatique,  «sans qu’ils se substituent à des ressources consacrées à d’autres priorités ni à ...",5,5_bolsonaro_changement_brésil_ne
2577,2022-11,Le Monde,"Le Green Deal à l’épreuve de la guerre en Ukraine.  ...  propositions législatives («Fit for 55») qui ont pour objectif d’accélérer la lutte contre le  réchauffement  climatique en Europe. Pour être en ligne avec l’accord de Paris sur le climat, il ...",2,2_europe_union_bruxelles_émissions de
2578,2022-11,Le Monde,"Le plan climat américain jugé ambitieux, mais protectionniste.  ...  dans son ensemble fait baisser d’ici à 2030 les émissions nettes de gaz à  effet  de  serre des EtatsUnis à 32 %42 % en dessous des niveaux de 2005 contre 24 ...",10,10_émissions de_de gaz_effet de serre_gaz effet de
2579,2022-11,Le Monde,"L’enjeu crucial des réparations financières.  ...  ne peuvent être évités ni par des actions de réduction des émissions de gaz à  effet  de  serre ni par l’adaptation au  changement  climatique. Au Pakistan, où plus de 1700 ...",2,2_europe_union_bruxelles_émissions de
2580,2022-11,Le Monde,"L’Egypte, pays hôte au cœur de la crise climatique.  Avec une augmentation des vagues de chaleur et un déclin des précipitations, les effets du  réchauffement  climatique ont été très visibles au cours de la dernière décennie en Egypte, hôte de la ...",8,8_bce_banque centrale_christine lagarde_politique monétaire
2581,2022-11,Le Monde,"L’agriculture et l’alimentation oubliées.  ...  second plan, alors même que le secteur représente un tiers des émissions de gaz à  effet  de  serre d’origine humaine et que les producteurs agricoles comptent parmi les populations les plus ...",17,17_vaches_de élevage_14 des_production de viande
2582,2022-11,Le Monde,"Régulons enfin la publicité.  ...  la France, la consommation des ménages constitue une source importante d’émissions de gaz à  effet  de  serre. La publicité a donc un impact écologique qui est d’autant plus fort que ...",32,32_rénovation_rénovation énergétique_électricité_énergie en france
2583,2022-11,Le Monde,"Redistribuer les richesses pour sauver la planète.  Disonsle d’emblée: il est impossible de lutter sérieusement contre le  réchauffement  climatique sans une redistribution profonde des richesses, à l’intérieur des pays comme à l’échelle internationale. Ceux qui ...",14,14_climat australie_incendies_abbott_par habitant
2584,2022-11,Le Monde,"COP27: le dossier des pertes et dommages inscrit à l’agenda officiel.  ...  des pays du Sud, finalement entendue: la question des pertes et dommages provoqués par le  réchauffement  climatique a été inscrite à l’agenda officiel de la conférence mondiale pour le climat (COP27 ...",0,0_cop_paris_changement_accord
2585,2022-11,Le Monde,"Le «chaos climatique» s’accroît selon l’ONU.  ...  période préindustrielle (18501900), sous l’effet des activités humaines. Les émissions de gaz à  effet  de  serre, essentiellement dues à la combustion d’énergies fossiles (charbon, pétrole et gaz) et à ...",16,16_premières victimes_enfants_santé mentale_pandémie
