date,publication,words,author,title,intro
2015-06-06,Le Figaro,633mots,"Court, Marielle",Climat : pas de pause dans le réchauffement,"  ...  largement exploité par les sceptiques, qui contestent l'idée du réchauffement et surtout la responsabilité des hommes dans les émissions de gaz à  effet  de  serre qui provoquent ce  changement  climatique.  ..."
2015-06-09,Le Figaro,191mots,"Court, Marielle",L'impact complexe du réchauffement,"  ...  2014, qui a battu des records avec une trentaine d'épisodes de crues extrêmes, « le  changement  climatique devient le coupable tout désigné » , souligne Vazken Andréassian, directeur scientifique adjoint de l'Irstea. Cette ..."
2015-06-12,Le Figaro,658mots,"Wasum-Rainer, Susanne",Le tournant énergétique en Allemagne,"  ...  gouvernement Schröder, puis en 2011 par le gouvernement Merkel. Ainsi, face à la menace du  réchauffement  climatique, au caractère limité des ressources fossiles, à la dépendance géopolitique que cellesci instaurent vis ..."
2015-06-13,Le Figaro,1536mots,"Reynaud, Stéphane",Le vignoble français s'adapte au réchauffement climatique,"  ...  figé, voire passéiste, vit déjà au XXIIe siècle. Chacun ici a pris conscience d'un  changement  climatique inexorable, dont les conséquences sur le vin  sa culture, son goût, son prix  pourraient changer ..."
2015-06-13,Le Figaro,212mots,"Nothias, Jean-Luc",Du bordeaux en Grande-Bretagne et du champagne en Norvège ?,"  Il existe plusieurs scénarios de  réchauffement  climatique, selon les experts du Giec (Groupe d'experts intergouvernemental sur l'évolution du climat), en fonction des actions que les humains mettront en oeuvre pour ..."
2015-06-15,Le Figaro,645mots,"Mandeville, Laure","Bernie Sanders, l' « outsider » du Parti démocrate",  ...  sur ses liens avec Wall Street. Ou la forçant à sortir du bois sur le  changement  climatique ou les accords de libreéchange que le président Obama tente d'arracher au Congrès ...
2015-06-15,Le Figaro,248mots,"Durand-Bazin, Frédéric",Château de Beaucastel Thomas Perrin : « Le réchauffement climatique nous forcera à repenser nos assemblages »,  ... Mais c'est surtout avec le  réchauffement  climatique qu'il va falloir composer et s'adapter. Faire dans quelques années un châteauneuf exclusivement avec du grenache ne sera sans doute plus possible ...
2015-06-15,Le Figaro,752mots,"Vey, Tristan","Les satellites, sentinelles du climat",  ...  Thales Alenia Space. Cette continuité des jeux de données est fondamentale pour le suivi du  changement  climatique. Si le programme américain Landsat d'imagerie fonctionne en continu depuis 1972 (un record absolu ...
2015-06-15,Le Figaro,283mots,"Durand-Bazin, Frédéric",Château-Figeac Frédéric Faye : « Saint-Émilion doit se préoccuper des conséquences du réchauffement climatique »,"  ...  le reste de SaintÉmilion. En premier lieu, il faudra se préoccuper des conséquences du  réchauffement  climatique. Je ne dis pas qu'il faut planter dès maintenant de la syrah, mais les ..."
2015-06-15,Le Figaro,261mots,"Durand-Bazin, Frédéric",Maison Louis LatourLouis-Fabrice Latour : « Faire face aux conséquences du réchauffement climatique »,"  ...  Nous aurons, je n'en doute pas, les capacités de nous adapter aux conséquences du  réchauffement  climatique. Sur la grande Bourgogne, soit il faudra monter au nord, soit il faudra monter en ..."
2015-06-25,Le Figaro,566mots,"Plummer, William, agence, AFP",La justice force les Pays-Bas à réduire ses émissions de CO2,  ...  Haye a ordonné mercredi à l'État néerlandais de réduire les émissions de gaz à  effet  de  serre dans le pays de 25 % d'ici à 2020 après des poursuites engagées par ...
2015-06-26,Le Figaro,281mots,"Jamet, Constance","Le moustique, ennemi public no 1","  ... 'Asie, aux prises avec le paludisme et la fièvre jaune. Avec la mondialisation et le  réchauffement  climatique, des espèces exotiques se sont établies dans le sud de l'Europe et remontent petit ..."
2015-06-30,Le Figaro,760mots,"Hidalgo, Anne",COP21 : les maires joueront tout leur rôle,"  La conférence de l'ONU sur le  changement  climatique a besoin du concours des collectivités locales, expliquent l'envoyé spécial du secrétaire général de l'ONU pour les villes et le climat ..."
2015-07-03,Le Figaro,755mots,"Court, Marielle","L'océan, géant fragile face au réchauffement climatique",  ...  bien peu de personnes semblent conscientes des risques encourus par ces mers en raison du  changement  climatique. C'est pour rappeler ces enjeux et l'impérieuse nécessité de s'en préoccuper qu ...
2015-07-04,Le Figaro,561mots,"de Chabalier, Blaise","Mont-Blanc, un labo à ciel ouvert","  ...  le film, évoquent la formation du massif alpin, son histoire plus récente, ainsi que les menaces que le  réchauffement  climatique fait peser sur les montagnes et en particulier sur les glaciers.  ..."
2015-07-08,Le Figaro,590mots,"Court, Marielle",La canicule a frappé le toit de l'Europe,"  ...  qui s'est considérablement accélérée à partir du début des années 1980 du fait du  changement  climatique. Dans une publication, fin 2014, de la revue  The Cryosphere , Étienne Berthier chercheur au Legos ..."
2015-07-09,Le Figaro,477mots,"Vey, Tristan",Climat : passer du constat aux solutions,"  ...  doutes, ils ont aussi des certitudes : la planète se réchauffe ; la concentration en gaz à  effet  de  serre  notamment en dioxyde de carbone  augmente dans l'atmosphère ; l'origine anthropique de cette ..."
2015-07-13,Le Figaro,791mots,"de Castries, Henri, Brabeck-Letmathe, Peter",Le réchauffement climatique réconcilie impératif moral et impératif économique,  ...  du monde entier se rassembleront pour décider des mesures à adopter pour lutter contre le  changement  climatique. L'appel vigoureux lancé par le pape François dans sa récente encyclique « Laudato Si » tombe ...
2015-07-13,Le Figaro,770mots,"Court, Marielle",Les bourdons meurent de chaud,"  ...  de chercheurs nordaméricains et européens, publiée dans la revue  Science , souligne également l'extraordinaire vulnérabilité de ces insectes au  réchauffement  climatique en général, et aux épisodes de canicule en particulier.  ..."
2015-07-20,Le Figaro,1303mots,"Reynaud, Stéphane","Henri Parent, le gardien du merlot","  ...  entre Château Trotanoy et Château Le Pin , et un cinquième en LalandedePomerol.  « Le  changement  climatique, reconnaissons que c'est plutôt bénéfique au merlot   » , lâche Henri Parent. À Pomerol, ce cépage ..."
2015-07-22,Le Figaro,517mots,"Landais-Barrau, Pauline",Climat : Hulot pour le réveil des consciences,"  ...  qu'il s'agissait   « d'une crise de sens »  . Selon lui, la lutte contre le  réchauffement  climatique est avant tout   « un choix éthique qui doit être partagé »  .  « C'est la raison pour ..."
2015-07-23,Le Figaro,648mots,"Court, Marielle",Les Alpes victimes du réchauffement climatique,"  ...  région qui se réchauffe le plus »  , constate Christophe Chaix, qui pilote l'observatoire savoyard du  changement  climatique, à l'instar de ce qui se passe dans les autres massifs montagneux . Depuis 1900 ..."
2015-07-23,Le Figaro,1188mots,"Lapaque, Sébastien","Jean Foillard, le petit prince du gamay",  ...  conviennent à ce raisin à maturité rapide. Les gelées printanières peuvent compromettre une récolte. Un  réchauffement  climatique trop important finirait cependant par poser des problèmes aux vignerons qui cherchent l'accord le ...
2015-07-23,Le Figaro,804mots,"Rochet, Cerise","À Chamonix, les alpinistes reculent mais ne renoncent pas","  ...  la voie royale qui mène au sommet du mont Blanc, est devenue le symbole du  réchauffement  climatique qui altère le toit des Alpes.  Le phénomène n'est pourtant pas nouveau, les risques ..."
2015-07-24,Le Figaro,1312mots,"Reynaud, Stéphane","Éric de Saint-Victor, l'ambassadeur du mourvèdre","  ... D'ailleurs, à l'expression «  réchauffement  climatique » il préfère sa traduction anglaise et évoque plutôt le   « global warming »  , donnant ainsi au phénomène une dimension moins anxiogène, presque cool. Sans doute parce que ..."
2015-08-03,Le Figaro,547mots,"Arnaud, Régis",Washington a aussi épié son allié nippon,"  ...  mondiale du commerce, des projets de développement technique du Japon, sa politique en matière de  changement  climatique, d'énergie nucléaire et concernant les émissions de gaz à  effet  de  serre » ,  explique le ..."
2015-08-04,Le Figaro,662mots,"Dugua, Pierre-Yves",Obama durcit son plan en faveur du climat,  ...  terrain politiquement délicat dans le but d'accélérer la réduction des émissions de gaz à  effet  de  serre. «  Nous sommes la première génération à subir les conséquences du  changement  climatique et nous ...
2015-08-10,Le Figaro,440mots,"de Chabalier, Blaise",L'Afrique du Sud face au réchauffement climatique,"  ...  cet homme dont les champs de maïs ont été décimés. Au bout du compte, le  réchauffement  climatique nécessite de repenser le modèle agricole d'un pays contraint cette année d'importer 30 ..."
2015-08-13,Le Figaro,513mots,"Poingt, Guillaume",Un territoire vierge aux multiples trésors,"  ...  oublier la crainte des marées noires.   « Il y a une fonte des glaces consécutive au  réchauffement  climatique, et le réflexe est de continuer un système  (chercher du pétrole, NDLR)  qui contribue à ..."
2015-08-17,Le Figaro,524mots,"Vanlerberghe, Cyrille",Climat : le rêve d'un accord pour sauver la planète,"  ...  du gouvernement. Il désigne la 21e conférence des Nations unies sur la lutte contre le  réchauffement  climatique, qui se tiendra à Paris du 30 novembre au 11 décembre et dont François Hollande ..."
2015-09-11,Le Figaro,537mots,"Bourmaud, François-Xavier",Hollande dramatise les enjeux de la COP21,  ...  pays de la planète de s'accorder sur la réduction des émissions de gaz à  effet  de  serre et d'enrayer le  réchauffement  climatique avant que ses conséquences deviennent irréversibles. Pour éviter ...
2015-09-14,Le Figaro,1952mots,"Bonavita, Marie-Laetitia",Daniel Cohen-Alain Madelin : « Il nous faut inventer la richesse de la révolution numérique »,"  ...  l'écologie de la planète ? D. C.   Les scientifiques nous disent que pour éviter un  réchauffement  climatique de plus de deux degrés, qui serait grave pour la planète, il faudrait réduire de ..."
2015-09-17,Le Figaro,570mots,"Cherki, Marc",Le trou de la couche d'ozone résiste,"  ...  intermédiaire de processus industriels. Autre souci, certains produits de substitution auraient des répercussions sur le  réchauffement  climatique. À Dubaï, en novembre, un amendement sera négocié pour tenter de les bannir  ils sont ..."
2015-09-22,Le Figaro,1133mots,"Cherki, Marc",La négociation climatique va conduire au « changement de modèles de croissance »,"  ...  est donc plus forte. Ce qui change aussi, c'est que la réalité scientifique du  réchauffement  climatique, de ses causes n'est désormais plus sérieusement contestée. Les savants du Giec sont d ..."
2015-09-24,Le Figaro,213mots,"Roy, Soline",EN BREF,"  ... 'ASN a activé son centre d'urgence pour surveiller l'évolution de la situation. Le  changement  climatique perturbe les tortues À cause du  réchauffement  climatique, le nombre de tortues marines mâles augmente ..."
2015-09-24,Le Figaro,479mots,"Mandeville, Laure",Premier discours d'un pape devant un Congrès divisé,  ...  excès du capitalisme financier et son appel à soutenir les immigrants. Son encyclique sur le  changement  climatique les renforce. Jadis en phase avec le Vatican sur une ligne conservatrice sur les valeurs ...
2015-09-24,Le Figaro,717mots,"Ferry, Luc",Pourquoi la COP21 ne servira à rien,"  ...  climat (Giec). Ce scientifique, convaincu que l'avenir de la planète est menacé par le  réchauffement  climatique et que ce dernier est, pour l'essentiel, d'origine humaine, dispose d'arguments sérieux ..."
2015-09-26,Le Figaro,614mots,"Picard, Maurin","À Washington, Xi Jinping annonce un plan climat ambitieux","  ...  AsiePacifique à Pékin, de réduire de 26 à 28 % ses émissions de gaz à  effet  de  serre d'ici à 2025. La Chine de Xi Jinping s'en tenait pour sa ..."
2015-09-26,Le Figaro,564mots,"Rovan, Anne",Le gouvernement en « pack » autour de l'environnement,"  ...  km de longueur et 50 m de hauteur en 200 ans, sous l'effet du  réchauffement  climatique.   « Avec Ségolène Royal, nous souhaitions être ici »  , sur cette Mer de glace qui est   « le ..."
2015-09-29,Le Figaro,386mots,"Reisser, Sylvain",Amalgames,"  ...  les véhicules diesels, il ne se préoccupe guère des émissions de CO2, un gaz à  effet  de  serre soupçonné de participer au  réchauffement  climatique. La Commission européenne a fixé pour objectif aux ..."
2015-10-03,Le Figaro,759mots,"Court, Marielle",Climat : une majorité de pays s'engagent,  ...  rendre leur copie sur leurs engagements en matière de réduction d'émission de gaz à  effet  de  serre (INDC en anglais). Pari en partie gagné : s'ils ne sont que 140 à ...
2015-10-06,Le Figaro,546mots,"Cherki, Marc",Des bourdons alpins se sont adaptés au changement climatique,"  ...  les bourdons alpins doivent s'adapter pour survivre... quand ils le peuvent. À cause du  réchauffement  climatique, ceux qui ont une petite langue ont tendance à se développer au détriment de ceux ..."
2015-10-09,Le Figaro,615mots,"Cheyvialle, Anne",Climat : il manque 40 milliards par an,"  ...  priorité des pays les plus vulnérables, insiste l'ancien ministre, est de s'adapter au  changement  climatique, par exemple en installant une digue contre la montée des eaux ou en développant l ..."
2015-10-10,Le Figaro,650mots,"de Monicault, Frédéric",Le gaz carburant compte profiter de l'affaire Volkswagen,"  ...  tout de suite, peu onéreuse et qui réconcilie les préoccupations de santé publique et de  changement  climatique. »   Le discours résonne fortement car le diesel est fragilisé avec l'affaire Volkswagen, et la ..."
2015-10-15,Le Figaro,483mots,"Galiero, Emmanuel",COP21 : le MoDem critique Hollande,"  ...  les résultats à attendre de ce sommet dont l'objectif est la lutte contre le  changement  climatique. François Bayrou conclura la réunion qui sera ouverte par Marielle de Sarnez, viceprésidente du ..."
2015-10-15,Le Figaro,546mots,"Lasserre, Isabelle",Les militaires s'emparent du climat,"  ... 'École militaire.  « Multiplicateur de menaces »  Aux ÉtatsUnis, le Pentagone a établi un lien entre  changement  climatique et sécurité depuis 2003.   « Les plus climatoconscients sont les militaires, qui travaillent sur la ..."
2015-10-17,Le Figaro,1049mots,,« La COP21 ne doit pas être un rendez-vous manqué »," Plus que six semaines avant la fameuse COP21, la conférence mondiale sur le  changement  climatique qui aura lieu à Paris. On connaît l'enjeu diplomatique, et politique, de ce rendezvous. Mais ..."
2015-10-22,Le Figaro,719mots,"Ferry, Luc",Climatologie ou scientisme dogmatique ?,"  ...  sauf un sceptique. À aucun moment je n'ai confondu climat et météo, nié le  changement  climatique, ni contesté qu'il puisse être pour une part dû aux activités humaines. Par prudence ..."
2015-10-23,Le Figaro,556mots,"Court, Marielle",Climat : des efforts toujours insuffisants,  ...  d'engagements financiers pour aider les pays les plus en difficulté à s'adapter au  changement  climatique. L'accord de Paris   « sera jugé en fonction de ce qu'il y aura sur ...
2015-10-29,Le Figaro,914mots,"Masuzoe, Yoichi",Lutte contre le réchauffement climatique : les villes ont un rôle stratégique à jouer,"  ...  ses expériences et de ses initiatives pour contribuer à réduire les émissions de gaz à  effet  de  serre. Certes, c'est essentiellement au niveau national que les mesures doivent être prises. Mais ..."
2015-10-31,Le Figaro,616mots,"Vey, Tristan",Des promesses climatiques difficiles à interpréter,"  ...  pays s'engagent, sur la base du volontariat, à réduire leurs émissions de gaz à  effet  de  serre. Si cette démarche nouvelle  (lire cicontre)  a permis d'impliquer un maximum de ..."
2015-10-31,Le Figaro,444mots,"Roy, Soline","Entre catastrophes et maladies, les enfants seront les premières victimes",  ...  s'alarme aujourd'hui l'Académie américaine de pédiatrie (AAP) dans la revue  Pediatrics .   « Le  changement  climatique est une menace de santé publique grandissante pour tous les enfants de ce pays et ...
2015-10-31,Le Figaro,188mots,,Climat : le sommet de Paris est mal parti,"...  respect des engagements pris par 146 pays, qui totalisent 86 % des émissions de gaz à  effet  de  serre de la planète, ne permettrait de limiter la hausse de la température moyenne qu ..."
2015-11-02,Le Figaro,528mots,"Bourmaud, François-Xavier",François Hollande en Chine pour préparer la COP21,"  ...  Selon les contributions envoyées par 150 pays, l'objectif d'une réduction des gaz à  effet  de  serre pour contenir la hausse des températures en deçà de 2 °C d'ici à ..."
2015-11-03,Le Figaro,579mots,"Bourmaud, François-Xavier","À Pékin, Hollande trouve une porte de sortie avec son homologue chinois","  ...  la hausse, tous les cinq ans, leurs engagements à réduire leurs émissions de gaz à  effet  de  serre.   « Si l'on introduit dans l'accord une clause de révision, alors nous pourrons ..."
2015-11-03,Le Figaro,539mots,"Bayart, Bertille",L'avènement du « green business »,"  ...  voilà convertis ! Les patrons français ont décidé de s'impliquer dans la lutte contre le  réchauffement  climatique. Une démarche qui n'allait pas de soi. Il y a quelques années, on trouvait ..."
2015-11-03,Le Figaro,791mots,"Renault, Marie-Cécile",Les entreprises françaises se mobilisent pour la réussite de la COP21,  ...  oublier que les entreprises sont en première ligne pour innover et inventer les solutions au  réchauffement  climatique. «  La transition énergétique est la grande filière des trente prochaines années à ne pas louper ...
2015-11-04,Le Figaro,775mots,"de Kerdrel, Yves","Le climat, c'est bien ; l'emploi, c'est mieux","  ...  à ce sommet, c'est moins en raison de ses craintes à l'égard du  réchauffement  climatique que pour faire remonter sa cote dans des sondages et pour s'attirer les bonnes ..."
2015-11-05,Le Figaro,1146mots,"Jaigu, Charles",On a trouvé un climato-relativiste,"  ... À la veille de la COP21, Guillaume Sainteny, spécialiste de l'environnement, publie un livre très argumenté pour contester le primat du  réchauffement  climatique dans nos priorités environnementales.   ..."
2015-11-07,Le Figaro,541mots,"Cherki, Marc",Accord international pour concilier l'ozone et le climat,"  ENVIRONNEMENT  À Dubaï (Émirats arabes unis), une avancée a été obtenue contre le  réchauffement  climatique, jeudi soir. Un accord international pour arrêter d'utiliser les HFC (hydrofluorocarbures) peu à peu, après 2016 ..."
2015-11-09,Le Figaro,587mots,"Huijgen, Annelot",Air liquide capte et valorise le CO2,"  ...  supermarchés pour refroidir les rayons.  « Nous ne pourrons jamais résoudre le problème des gaz à  effet  de  serre par la valorisation seule »  , met toutefois en garde François Darchis. La consommation de CO2 ..."
2015-11-10,Le Figaro,905mots,"Court, Marielle","Laurence Tubiana, l'atout français du climat",  ...  qui paraît terriblement loin tant son quotidien est depuis longtemps ancré autour des questions du  changement  climatique ; tant la montagne qui reste à franchir pour obtenir un accord paraît élevée. Mais en ...
2015-11-10,Le Figaro,754mots,"Cherki, Marc",Le niveau des mers pourrait monter de 10 mètres à cause du réchauffement,"  ...  tous les pays continuent jusqu'à la fin du siècle à rejeter des gaz à  effet  de  serre dans l'atmosphère au rythme actuel. Londres, New York, Bombay, Sydney ou Tokyo, par ..."
2015-11-10,Le Figaro,224mots,"Vanlerberghe, Cyrille",Niveau record de la concentration de CO2 dans l'atmosphère,"  La concentration de gaz à  effet  de  serre dans l'atmosphère a atteint un record en 2014, le 30e consécutif, a annoncé lundi l'Organisation météorologique mondiale (OMM).  « Chaque année, les concentrations ..."
2015-11-11,Le Figaro,563mots,"Court, Marielle","Climat : pour Fabius, « la tâche reste considérable »","  ...  ans pour présenter de nouveaux engagements en matière de réduction des émissions de gaz à  effet  de  serre   « a fait suffisamment de chemin pour qu'elle soit acceptée par tous » ,  a ainsi ..."
2015-11-11,Le Figaro,359mots,"Vanlerberghe, Cyrille",Critiques contre l'efficacité des engagements annoncés,"  ...  dans la revue  Global Policy , il affirme que les réductions d'émissions de gaz à  effet  de  serre promises par 158 pays avant la COP ne réduiront le réchauffement que de 0 ..."
2015-11-13,Le Figaro,168mots,"Vanlerberghe, Cyrille","Le réchauffement, affaire d'opinion dans les livres de classe américains",  ... 'il ne fait plus de doute que l'émission de CO2 et autres gaz à  effet  de  serre par l'activité humaine est directement responsable du  changement  climatique en cours. Seuls 54 ...
2015-11-13,Le Figaro,579mots,"Court, Marielle",COP21 : de l'eau dans le gaz entre Paris et Washington,  ...  deux points au moins : l'objectif chiffré de réduction de leurs émissions de gaz à  effet  de  serre et les montants financiers prévus à Copenhague en 2009 pour aider les pays du ...
2015-11-14,Le Figaro,733mots,"Polony, Natacha","Good cop, bad cop et mauvais film",  ...  de cynisme facile. On ne peut que souhaiter la réduction des émissions de gaz à  effet  de  serre sur une planète dont les métropoles sont littéralement asphyxiées. Qui fait la fine bouche ...
2015-11-17,Le Figaro,674mots,"Vanlerberghe, Cyrille",La COP21 à voilure réduite,"  ...  négociations pour tenter de trouver un accord permettant de limiter les émissions de gaz à  effet  de  serre, serait maintenue.   « Tous les chefs d'État et de gouvernement de la planète seront ..."
2015-11-26,Le Figaro,688mots,"Cherki, Marc",L'année 2015 est partie pour être la plus chaude,"  ...  avoir encore un impact en 2016, prédit l'OMM. Surtout, les émissions de gaz à  effet  de  serre, et en particulier celles de dioxyde de carbone (CO2), issues surtout de la combustion ..."
2015-11-26,Le Figaro,741mots,,Climat : 21 années d'errements ne tuent pas l'espoir d'un accord,"...  du vendredi 13 novembre a relégué très loin en arrièreplan la COP21 et le  réchauffement  climatique. Mais dans un contexte de recherche de solutions contre le terrorisme islamique, il serait dangereux ..."
2015-11-27,Le Figaro,737mots,"Guénois, Jean-Marie","Pour le Pape, l'échec de la COP21 serait « catastrophique »","  ...  Laudato Si , une encyclique retentissante sur la question. Il est revenu avec passion sur le  réchauffement  climatique lors de ses deux voyages américains, en Amérique latine en juillet et en Amérique du ..."
2015-11-27,Le Figaro,650mots,"Gouby, Mélanie",Nairobi accueille le « pape des pauvres »,"  ...  venu de Meru, une ville au nord de Nairobi où règne la sécheresse liée au  changement  climatique, était surtout content que François ait longuement parlé de l'importance de lutter contre la ..."
2015-11-27,Le Figaro,269mots,"Nodé-Langlois, Fabrice",L'agence Standard &amp; Poor's évalue le risque climatique,"  Le  réchauffement  climatique menace votre « AAA » ! À trois jours du lancement de la COP21, la conférence climat des Nations unies à Paris, les agences de notation financières y vont aussi de leur ..."
2015-11-28,Le Figaro,1258mots,"Cornevin, Christophe",COP21 : les forces de l'ordre en alerte face à un risque maximal,"  ...  réuniront pour décider de mesures totalement insuffisantes afin de réduire les émissions de gaz à  effet  de  serre , estimeton sur le site anticop21.org.  Nous ne laisserons pas celles et ..."
2015-11-28,Le Figaro,539mots,"Vey, Tristan",Le satellite FLEX verra pousser les plantes,"  ...  par la photosynthèse.   « C'est une information primordiale pour comprendre comment la végétation réagit au  réchauffement  climatique »  , poursuit Yves Goulas. En filigrane, une crainte : que le couvert végétal, qui constitue, avec les ..."
2015-11-30,Le Figaro,1219mots,"Court, Marielle",Hervé Le Treut : « Nous percevons déjà les premiers effets du réchauffement »,  ...  planète bleue aije atterri ?  (Éditions Le Pommier). LE FIGARO.  Qu'estce que l'effet  de  serre ? Hervé LE TREUT.   L'effet  de  serre est un processus très familier mais pas ...
2015-11-30,Le Figaro,351mots,"de Capèle, Gaëtan",Lignes rouges,"  ...  Entre la montée du terrorisme islamique et une crise économique interminable, la lutte contre le  réchauffement  climatique, si inquiétant soitil, paraît bien éloignée des priorités du moment. Surtout traitée à travers ..."
2015-11-30,Le Figaro,647mots,"Cheyvialle, Anne",Le monde de la finance se convertit à l'économie verte,"  ...  de rentabilité que les financiers agissent. Ils prennent conscience du risque financier que représente le  changement  climatique (charbon, gaz de schiste). Plusieurs analyses menées par Citigroup, HSBC, Mercer... quantifient ce risque dans ..."
2015-11-30,Le Figaro,108mots,,Climat : la COP21 peut-elle réussir ?,...  à paris malgré l'interdiction de manifester  Plus de 170 pays promettent de réduire leurs émissions de gaz à  effet  de  serre   une transition énergétique à 1 000 milliards par an   ...
2015-11-30,Le Figaro,766mots,,COP21 : Paris invite le monde à l'espoir,"...  prochain, la 21e Conférence des Parties de la ConventionCadre des Nations unies sur le  changement  climatique (COP21). Ce rendezvous est décisif : pour la première fois depuis plus de vingt ans ..."
2015-11-30,Le Figaro,656mots,"Vey, Tristan",Plus de 170 pays promettent de réduire leurs émissions de gaz à effet de serre,  ...  volontairement sur des objectifs de réduction (ou de limitation) de leurs émissions de gaz à  effet  de  serre avant la COP21. Il ne s'agit plus d'imposer aux pays ce qu ...
2015-11-30,Le Figaro,539mots,"Falletti, Sébastien",La Chine ne veut pas sacrifier la croissance sur l'autel du climat,"  ...  garder sa marge de manoeuvre et sa souveraineté. Le plus gros émetteur de gaz à  effet  de  serre, avec 25 % des émissions mondiales, a multiplié les annonces depuis un an, en coordination ..."
2015-11-30,Le Figaro,984mots,,COP21 : 150 dirigeants du monde pour un sommet historique,"...  le climat. Le terrorisme fera l'objet de rencontres en aparté, mais aujourd'hui, le  changement  climatique sera le seul et unique sujet des déclarations officielles. Les hauts responsables vont s'exprimer ..."
2015-11-30,Le Figaro,705mots,"Bourmaud, François-Xavier","Pour Hollande, l'enjeu de la COP21 n'est pas que climatique",  ... 'experts intergouvernemental sur l'évolution du climat »  . Soit une réduction des émissions de gaz à  effet  de  serre qui permette de contenir à 2 degrés la hausse des températures d'ici à ...
2015-12-01,Le Figaro,782mots,"Girard, Renaud",Quelle gouvernance pour l'après-COP21 ?,"  ...  porter candidat pour organiser cette 21e conférence des « parties » consacrée à la lutte contre le  réchauffement  climatique, dans le cadre des Nations unies. Les candidats ne se bousculaient pas, d'abord en ..."
2015-12-01,Le Figaro,91mots,"Court, Marielle",CHRONOLOGIE,"  ... 1990 Premier rapport du Groupe d'experts intergouvernemental sur l'évolution du climat (Giec), liant  réchauffement  climatique et gaz à  effet  de  serre. 1992 Adoption à Rio de la ConventionCadre des ..."
2015-12-01,Le Figaro,108mots,"Cherki, Marc",vrai,"  ...  pollution, qui est le reflet des activités humaines locales (transport, production d'énergie, etc.). L'effet  de  serre est amplifié localement dans ces « microclimats » urbains, même si les aérosols (particules fines, composés ..."
2015-12-01,Le Figaro,329mots,"Gélie, Philippe","Palabre publique, action privée","  ...  dans 40 pays par le centre de recherche américain Pew, 54 % des citoyens considèrent le  changement  climatique comme un « problème très grave » et 78 % se disent favorables à un accord international forçant ..."
2015-12-01,Le Figaro,228mots,"Cherki, Marc",vrai,"  LA VAPEUR D'EAU EST UN GAZ À  EFFET  DE  SERRE  VRAI. Sans l'effet  de  serre, qui est réalisé à 80 % par la vapeur d'eau, la température sur Terre serait ..."
2015-12-01,Le Figaro,182mots,"Vey, Tristan","L'effet de serre, c'est quoi ?","  L' «  effet  de  serre » , découvert par le physicien français Joseph Fourier en 1824, n'a en réalité rien à voir avec le fonctionnement d'une serre (qui ne fait qu'isoler une ..."
2015-12-01,Le Figaro,1386mots,"Vey, Tristan","Taïwan, l'oublié des négociations climatiques","  ...  logements. Une paille à côté de son encombrante voisine, très grande émettrice de gaz à  effet  de  serre, qui couvre à elle seule environ un cinquième des besoins en électricité du pays ..."
2015-12-01,Le Figaro,538mots,"Falletti, Sébastien","Le marché du carbone, un défi pour l'économie chinoise","  ...  monde dès 2017, le président chinois a voulu prouver sa détermination à lutter contre le  changement  climatique. Cette annonce spectaculaire, faite fin septembre lors de sa visite chez Barack Obama à Washington ..."
2015-12-01,Le Figaro,526mots,"Cherki, Marc","Un réchauffement rapide, provoqué par l'activité humaine","  ...  température, les constats évoluent dans le même sens, toujours à la hausse. La connaissance du  réchauffement  climatique s'affine pour plusieurs raisons : les progrès dans l'observation de la planète depuis l ..."
2015-12-01,Le Figaro,460mots,"Court, Marielle","Acidification et température, un cocktail destructeur pour tous les océans","  Si le CO2 et autres gaz à  effet  de  serre tels que le méthane sont responsables du dérèglement des températures de l'atmosphère, ils perturbent aussi le fonctionnement des océans. D'où ..."
2015-12-01,Le Figaro,611mots,"Vey, Tristan",Les émissions mondiales de CO2 entraînées à la hausse par l'immense appétit énergétique de la Chine,"  Àeux seuls, cinq pays émettent près de la moitié des gaz à  effet  de  serre dans le monde. Si l'on prend en compte l'impact de la déforestation, il s'agit ..."
2015-12-01,Le Figaro,536mots,"de Royer, Solenn",Hollande veut un accord « universel et contraignant »,"  ...  Hollande a refusé d'opposer la lutte contre le terrorisme et la lutte contre le  réchauffement  climatique :   « Deux grands défis mondiaux que nous devons relever » ,  atil insisté.   « Nous devons laisser ..."
2015-12-01,Le Figaro,538mots,,Angela Merkel joue sa crédibilité à Paris,"...  mandat » : les pays développés avaient accepté de fixer des objectifs d'émission de gaz à  effet  de  serre. Sans lendemain. Vingt ans plus tard à Paris pour la COP21, Angela Merkel fait ..."
2015-12-01,Le Figaro,532mots,"Cherki, Marc",La COP21 et son jargon,"  ...  à connaître pour le sommet de Paris. CCNUCC.  ConventionCadre des Nations unies sur le  changement  climatique (ou UNFCCC en anglais). Mise en place en 1992 et ratifiée par 195 pays, elle ..."
2015-12-01,Le Figaro,444mots,"Vey, Tristan",Les pays vulnérables sont aussi les plus ambitieux,"  POUR CERTAINS pays, l'urgence liée au  réchauffement  climatique est moins abstraite que pour d'autres. C'est le cas des petits pays insulaires, réunis au sein d'un groupe appelé Aosis ..."
2015-12-01,Le Figaro,1398mots,"Court, Marielle",« Les COP ont permis une prise de conscience »,"  ...  l'évolution du climat (Giec) publient un rapport, première alerte forte sur les liens entre  réchauffement  climatique et émissions de gaz à  effet  de  serre. Deux ans plus tard, à Rio, les ..."
