number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
9,4,9,2007,2007-4,book review,book review,Book Reviews,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,671,678,8,,,06 Sep 2007,19,0,0
9,5,1,2007,2007-5,article,Article,Original Articles,introduction to special issue of european societies,"['introduction', 'special', 'issue', 'european', 'society']",51.0,[],1,"[('Peter Golding', 'male', ""['United Kingdom']"", ' University of Loughborough , Loughborough, UK ', 'https://www.tandfonline.com/author/Golding%2C+Peter')]","[('United Kingdom', 1)]",0,0,681,684,4,,,07 Dec 2007,39,0,0
9,5,2,2007,2007-5,article,Article,Original Articles,the missing european public sphere and the absence of imagined european citizenship,"['missing', 'european', 'public', 'sphere', 'absence', 'imagined', 'european', 'citizenship']",83.0,"['public sphere', 'pan-European transnational channels', 'European identity and citizenship', 'European political communication', 'European integration', 'communication rights', 'depoliticization']",1,"[('Dr Sophia Kaitatzi-Whitlock', 'female', ""['Greece']"", ' School of Journalism and Mass Communication , Aristotle University of Thessaloniki , Egnatia 46, Thessaloniki, 54625, Greece ', 'https://www.tandfonline.com/author/Kaitatzi-Whitlock%2C+Sophia')]","[('Greece', 1)]",0,0,685,704,20,,,07 Dec 2007,670,3,2
9,5,3,2007,2007-5,article,Article,Original Articles,the birth of a european public sphere through european media reporting of risk communication,"['birth', 'european', 'public', 'sphere', 'european', 'medium', 'reporting', 'risk', 'communication']",92.0,"['European public sphere', 'risk communication', 'environmental issues']",1,"[('Irene Neverla', 'female', ""['Germany']"", ' University of Hamburg, Institute for Journalism and Communication Science , Allende Platz 1, 20146, Hamburg, Germany ', 'https://www.tandfonline.com/author/Neverla%2C+Irene')]","[('Germany', 1)]",0,0,705,718,14,,,07 Dec 2007,147,4,1
9,5,4,2007,2007-5,article,Article,Original Articles,"eurocrats, technocrats, and democrats","['eurocrats', 'technocrat', 'democrat']",37.0,"['Europe', 'information society', 'digitalisation', 'European public sphere', 'mass media']",1,"[('Peter Golding', 'male', ""['United Kingdom']"", ' University of Loughborough , Loughborough, UK ', 'https://www.tandfonline.com/author/Golding%2C+Peter')]","[('United Kingdom', 1)]",0,0,719,734,16,,,07 Dec 2007,157,0,0
9,5,5,2007,2007-5,article,Article,Original Articles,mapping news on children in the mainstream press,"['mapping', 'news', 'child', 'mainstream', 'press']",48.0,"['children in the news', 'news-values', 'journalism', 'childhood']",1,"[('Cristina Ponte', 'female', ""['Portugal']"", ' Departamento de Ciências da Comunicação , Universidade Nova de Lisboa , Rua Fernando Namora, 36, 7. dt, 1600-453, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Ponte%2C+Cristina')]","[('Portugal', 1)]",0,0,735,754,20,,,07 Dec 2007,382,5,0
9,5,6,2007,2007-5,article,Article,Original Articles,political communication about europe on the internet during the 2004 european parliament election campaign in nine eu member states,"['political', 'communication', 'europe', 'internet', '2004', 'european', 'parliament', 'election', 'campaign', 'nine', 'eu', 'member', 'state']",131.0,"['political websites', 'European public sphere', 'the Internet', '2004 European Parliament election']",3,"[('Renée van Os Ph.D. Candidate', 'female', ""['Netherlands']"", ' Department of Communication , University of Nijmegen, Radboud University Nijmegen , P.O. Box 9104, 6500, HE, Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/van+Os%2C+Ren%C3%A9e'), ('Nicholas W. Jankowski', 'male', ""['Netherlands']"", ' Department of Communication , University of Nijmegen, Radboud University Nijmegen , P.O. Box 9104, 6500, HE, Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Jankowski%2C+Nicholas+W'), ('Maurice Vergeer', 'male', ""['Netherlands']"", ' Department of Communication , University of Nijmegen, Radboud University Nijmegen , P.O. Box 9104, 6500, HE, Nijmegen, The Netherlands ', 'https://www.tandfonline.com/author/Vergeer%2C+Maurice')]","[('Netherlands', 3)]",0,0,755,775,21,,,07 Dec 2007,323,13,0
9,5,7,2007,2007-5,article,Article,Original Articles,changing spatial relations in the baltic region and the role of the media,"['changing', 'spatial', 'relation', 'baltic', 'region', 'role', 'medium']",73.0,"['spatial relations', 'Baltic Sea region', 'Baltic countries', 'Estonia', 'European integration', 'media content']",1,"[('Peeter Vihalemm', 'male', ""['Estonia']"", ' Department of Journalism and Communication , University of Tartu , Ulikooli 18, Tartu, 50090, Estonia ', 'https://www.tandfonline.com/author/Vihalemm%2C+Peeter')]","[('Estonia', 1)]",0,0,777,796,20,,,07 Dec 2007,119,2,0
10,1,1,2008,2008-1,editorial,editorial,Editorials,editorial,['editorial'],9.0,[],0,[],[],0,0,1,2,2,,,10 Dec 2007,16,0,0
10,1,2,2008,2008-1,article,Article,Original Articles,the new welfare state settlement in europe,"['new', 'welfare', 'state', 'settlement', 'europe']",42.0,"['Welfare state', 'investment', 'growth', 'cohesion']",1,"[('Peter Taylor-Gooby', 'male', ""['United Kingdom']"", ' SSPSSR, CoNE , University of Kent , CT2 7NF, UK ', 'https://www.tandfonline.com/author/Taylor-Gooby%2C+Peter')]","[('United Kingdom', 1)]",0,0,3,24,22,,,10 Dec 2007,"1,653",51,0
10,1,3,2008,2008-1,article,Article,Original Articles,"the state and social services in britain, france and germany since the 1980s","['state', 'social', 'service', 'britain', 'france', 'germany', 'since', '1980s']",76.0,"['Welfare state', 'social services', 'sociology of the state', 'welfare mix', 'comparative analysis', 'European countries']",1,"[('Dr Thomas Bahle', 'male', ""['Germany']"", ' Faculty of Social Sciences , University of Mannheim , Mannheim, Germany ', 'https://www.tandfonline.com/author/Bahle%2C+Thomas')]","[('Germany', 1)]",0,0,25,47,23,,,10 Dec 2007,289,5,0
10,1,4,2008,2008-1,article,Article,Original Articles,persistent poverty: portugal and the southern european welfare regime,"['persistent', 'poverty', 'portugal', 'southern', 'european', 'welfare', 'regime']",69.0,"['poverty dynamics', 'social policy', 'welfare regimes', 'southern Europe', 'Portugal']",1,"[('Leonor Vasconcelos Ferreira', 'female', ""['Portugal']"", ' Faculty of Economics , University of Porto and CEMAPRE/ISEG , Portugal ', 'https://www.tandfonline.com/author/Ferreira%2C+Leonor+Vasconcelos')]","[('Portugal', 1)]",0,0,49,71,23,,,10 Dec 2007,464,18,0
10,1,5,2008,2008-1,article,Article,Original Articles,"gender, culture and non-financial employment commitment in great britain and sweden","['gender', 'culture', 'non-financial', 'employment', 'commitment', 'great', 'britain', 'sweden']",83.0,"['culture', 'employment commitment', 'gender', 'preferences', 'work goals', 'work rewards', 'work values']",1,"[('Carl Hult', 'male', ""['Sweden']"", ' Department of Sociology , Umea University, and Kalmar University , Sweden ', 'https://www.tandfonline.com/author/Hult%2C+Carl')]","[('Sweden', 1)]",0,0,73,96,24,,,10 Dec 2007,336,15,0
10,1,6,2008,2008-1,article,Article,Original Articles,male norms and female adjustments: the influence of care credits on gender pension gaps in france and germany,"['male', 'norm', 'female', 'adjustment', 'influence', 'care', 'credit', 'gender', 'pension', 'gap', 'france', 'germany']",109.0,"['Care credits', 'France', 'gender', 'Germany', 'pension norms']",3,"[('Patricia Frericks', 'female', ""['Netherlands']"", ' Utrecht University , Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Frericks%2C+Patricia'), ('Robert Maier', 'male', ""['Netherlands']"", ' Utrecht University , Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Maier%2C+Robert'), ('Willibrord de Graaf', 'male', ""['Netherlands']"", ' Utrecht University , Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/de+Graaf%2C+Willibrord')]","[('Netherlands', 3)]",0,0,97,119,23,,,10 Dec 2007,264,14,0
10,1,7,2008,2008-1,article,Article,Original Articles,free to move?: the acceptance of free movement of labour and non discrimination among citizens of europe,"['free', 'move', 'acceptance', 'free', 'movement', 'labour', 'non', 'discrimination', 'among', 'citizen', 'europe']",104.0,"['Europeanization', 'modernization', 'free movement of labor', 'non-discrimination']",1,"[('Jürgen Gerhards', 'male', ""['Germany']"", ' Institut für Soziologie , Freie Universität Berlin , Garystraße 55, D-14195, Berlin, Germany ', 'https://www.tandfonline.com/author/Gerhards%2C+J%C3%BCrgen')]","[('Germany', 1)]",0,0,121,140,20,,,10 Dec 2007,682,13,0
10,2,1,2008,2008-2,editorial,editorial,Editorials,editorial,['editorial'],9.0,[],1,"[('John Scott', 'male', ""['United Kingdom']"", ' University of Essex ', 'https://www.tandfonline.com/author/Scott%2C+John')]","[('United Kingdom', 1)]",0,0,143,143,1,,,28 Aug 2009,26,0,0
10,2,2,2008,2008-2,editorial,editorial,CULTURAL SPACES IN EUROPE,editors’ introduction,"['editor', 'introduction']",21.0,[],3,"[('Alan Scott', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Scott%2C+Alan'), ('Cristiano Bee', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Bee%2C+Cristiano'), ('Riccardo Scartezzini', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Scartezzini%2C+Riccardo')]",[],0,0,145,151,7,,,28 Aug 2009,40,0,0
10,2,3,2008,2008-2,article,Article,CULTURAL SPACES IN EUROPE,the ambiguity of europe:,"['ambiguity', 'europe']",24.0,"['Europe', 'European Union', 'identity', 'ethnicity', 'models of Europe', 'meanings of Europe']",1,"[('Richard Jenkins', 'male', ""['United Kingdom']"", ' Department of Sociological Studies , University of Sheffield , Sheffield, UK ', 'https://www.tandfonline.com/author/Jenkins%2C+Richard')]","[('United Kingdom', 1)]",0,0,153,176,24,,,28 Aug 2009,"1,427",14,0
10,2,4,2008,2008-2,article,Article,CULTURAL SPACES IN EUROPE,europe's other,"['europe', ""'s""]",14.0,"['EU enlargement', 'orientalism', 'cultural essentialism', 'transnationality', 'Turkey', 'Austria']",1,"[('Sabine Strasser', 'female', ""['Turkey']"", ' Middle East Technical University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Strasser%2C+Sabine')]","[('Turkey', 1)]",0,0,177,195,19,,,28 Aug 2009,483,8,0
10,2,5,2008,2008-2,article,Article,CULTURAL SPACES IN EUROPE,cross-state mobility in the eu,"['cross-state', 'mobility', 'eu']",30.0,"['migration', 'intra-EU mobility', 'European integration']",1,"[('Ettore Recchi', 'male', ""['Italy']"", ' University of Florence , Florence, Italy ', 'https://www.tandfonline.com/author/Recchi%2C+Ettore')]","[('Italy', 1)]",0,0,197,224,28,,,28 Aug 2009,"1,070",49,3
10,2,6,2008,2008-2,article,Article,CULTURAL SPACES IN EUROPE,european cultural space in the european cities of culture,"['european', 'cultural', 'space', 'european', 'city', 'culture']",57.0,"['cultural policy', 'European city of culture', 'Europeanization', 'identity', 'territoriality']",1,"[('Monica Sassatelli', 'female', ""['Italy']"", ' University of Ferrara , Ferrara, Italy ', 'https://www.tandfonline.com/author/Sassatelli%2C+Monica')]","[('Italy', 1)]",0,0,225,245,21,,,28 Aug 2009,"1,287",19,0
10,2,7,2008,2008-2,article,Article,CULTURAL SPACES IN EUROPE,"the subsidiarization of social policies: actors, processes and impacts","['subsidiarization', 'social', 'policy', 'actor', 'process', 'impact']",70.0,"['subsidiarity', 'social policy', 'Europe', 'state spaces']",1,"[('Yuri Kazepov', 'male', ""['Italy']"", ' University of Urbino , Urbino, Italy ', 'https://www.tandfonline.com/author/Kazepov%2C+Yuri')]","[('Italy', 1)]",0,0,247,273,27,,,28 Aug 2009,386,52,0
10,2,8,2008,2008-2,article,Article,IDEOSCAPES AND LIFEWORLDS IN EUROPE,mapping european ideoscapes,"['mapping', 'european', 'ideoscapes']",27.0,"['nation', 'class', 'mass media', 'EU Constitution', 'welfare state', 'neoliberalism', 'federalism', 'democratic deficit']",4,"[('Sabina Mihelj', 'female', ""['United Kingdom']"", ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Mihelj%2C+Sabina'), ('Thomas Koenig', 'male', ""['United Kingdom']"", ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Koenig%2C+Thomas'), ('John Downey', 'male', ""['United Kingdom']"", ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/Downey%2C+John'), ('Václav Štetka', 'male', ""['United Kingdom']"", ' Department of Social Sciences , Loughborough University , Loughborough, LE11 3TU, UK ', 'https://www.tandfonline.com/author/%C5%A0tetka%2C+V%C3%A1clav')]","[('United Kingdom', 4)]",0,0,275,301,27,,,28 Aug 2009,214,4,0
10,2,9,2008,2008-2,article,Article,IDEOSCAPES AND LIFEWORLDS IN EUROPE,lifeworlds in an enlarged europe,"['lifeworlds', 'enlarged', 'europe']",32.0,"['personal spatiality', 'lifeworld', 'transcultural communication', 'identity', 'EU enlargement']",1,"[('Anu Masso', 'female', ""['Estonia']"", ' Department of Journalism and Communication , University of Tartu , Ülikooli 18, 50090, Tartu, Estonia ', 'https://www.tandfonline.com/author/Masso%2C+Anu')]","[('Estonia', 1)]",0,0,303,325,23,,,28 Aug 2009,59,1,0
10,3,1,2008,2008-3,editorial,editorial,Editorial,editorial,['editorial'],9.0,[],1,"[('John Scott', 'male', ""['United Kingdom']"", ' University of Essex', 'https://www.tandfonline.com/author/Scott%2C+John')]","[('United Kingdom', 1)]",0,0,325,327,3,,,13 Aug 2008,16,0,0
10,3,2,2008,2008-3,article,Article,"Articles on Politics, Class, and Advantage",the changing shape of class voting,"['changing', 'shape', 'class', 'voting']",34.0,"['class', 'class voting', 'party support', 'cleavage', 'middle class']",1,"[('Daniel Oesch', 'unknown', '[]', '<div class=""author-extra-info"" data-authorsinfo=\'{""id"" : ""ATN0001"", ""hasFull"" : ""true""}\' tabindex=""0"">View further author information', 'https://www.tandfonline.com/author/Oesch%2C+Daniel')]",[],0,0,329,355,27,,,13 Aug 2008,"3,855",52,9
10,3,3,2008,2008-3,article,Article,"Articles on Politics, Class, and Advantage",party politics in portugal,"['party', 'politics', 'portugal']",26.0,"['mayors', 'members of parliament', 'independent candidacies', 'parties']",1,"[('Maria Antónia Pires de Almeida', 'female', ""['Portugal']"", ' CIES, ISCTE , Lisbon, Portugal ', 'https://www.tandfonline.com/author/Ant%C3%B3nia+Pires+de+Almeida%2C+Maria')]","[('Portugal', 1)]",0,0,357,378,22,,,13 Aug 2008,164,1,0
10,3,4,2008,2008-3,article,Article,"Articles on Politics, Class, and Advantage",income advantages of communist party members before and during the transformation process,"['income', 'advantage', 'communist', 'party', 'member', 'transformation', 'process']",89.0,"['income advantages', 'CP members', 'market transformation', 'Eastern Europe', 'matching']",4,"[('Mr Willem-Jan Verhoeven', 'unknown', ""['Netherlands']"", ' Department of Law/Criminology, Erasmus University Rotterdam, P.O. Box 1738, Rotterdam, 3000, DR, The Netherlands', 'https://www.tandfonline.com/author/Verhoeven%2C+Willem-Jan'), ('Henk Flap', 'male', ""['Netherlands']"", ' Department of Sociology/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Flap%2C+Henk'), ('Jos Dessens', 'male', ""['Netherlands']"", ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Dessens%2C+Jos'), ('Wim Jansen', 'male', ""['Netherlands']"", ' Department of Methodology and Statistics/ICS, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Jansen%2C+Wim')]","[('Netherlands', 4)]",0,0,379,402,24,,,13 Aug 2008,49,5,0
10,3,5,2008,2008-3,article,Article,"Articles on Politics, Class, and Advantage","distinction in britain, 2001–2004?","['distinction', 'britain', '2001–2004']",34.0,"['homology', 'habitus', 'social class', 'cultural consumption']",1,"[('Gindo Tampubolon', 'unknown', ""['United Kingdom']"", ' Centre for Research on Socio-Cultural Change, University of Manchester, 178 Waterloo Place, Oxford Road, Manchester, M13 9PL, UK', 'https://www.tandfonline.com/author/Tampubolon%2C+Gindo')]","[('United Kingdom', 1)]",0,0,403,428,26,,,13 Aug 2008,269,16,0
10,3,6,2008,2008-3,article,Article,Articles on Employment and Informal Support,labour segmentation and employment diversity in the ict service sector in portugal,"['labour', 'segmentation', 'employment', 'diversity', 'ict', 'service', 'sector', 'portugal']",82.0,"['Portugal', 'employment', 'gender', 'inequalities', 'call centres', 'ICT sector']",2,"[('Ilona Kovács', 'female', ""['Portugal']"", ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Kov%C3%A1cs%2C+Ilona'), ('Sara Falcão Casaca', 'female', ""['Portugal']"", ' Department of Social Sciences, School of Economics and Management (ISEG), Technical University of Lisbon, Lisbon, Portugal; Research Centre in Economic Sociology and the Sociology of Organisations (SOCIUS), Lisbon, Portugal', 'https://www.tandfonline.com/author/Falc%C3%A3o+Casaca%2C+Sara')]","[('Portugal', 2)]",0,0,429,451,23,,,13 Aug 2008,162,1,0
10,3,7,2008,2008-3,article,Article,Articles on Employment and Informal Support,the influence of formal and informal support systems on the labour supply of divorced mothers,"['influence', 'formal', 'informal', 'support', 'system', 'labour', 'supply', 'divorced', 'mother']",93.0,"['economic consequences of divorce', 'childcare', 'panel analysis', 'female employment']",4,"[('Peter Raeymaeckers', 'male', ""['Belgium']"", ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Raeymaeckers%2C+Peter'), ('Caroline Dewilde', 'female', ""['Belgium']"", ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Dewilde%2C+Caroline'), ('Laurent Snoeckx', 'male', ""['Belgium']"", ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Snoeckx%2C+Laurent'), ('Dimitri Mortelmans', 'unknown', ""['Belgium']"", ' Department of Sociology, University of Antwerp, Sint-Jacobstraat 2, 2000, Antwerpen, Belgium', 'https://www.tandfonline.com/author/Mortelmans%2C+Dimitri')]","[('Belgium', 4)]",0,0,453,477,25,,,13 Aug 2008,213,15,0
10,3,8,2008,2008-3,article,Article,Articles on Employment and Informal Support,a comparative perspective on intergenerational support,"['comparative', 'perspective', 'intergenerational', 'support']",54.0,"['intergenerational relations', 'support', 'family values']",2,"[('Matthijs Kalmijn', 'male', ""['Netherlands']"", ' Tilburg University and Netspar , The Netherlands ', 'https://www.tandfonline.com/author/Kalmijn%2C+Matthijs'), ('Chiara Saraceno', 'female', ""['Italy', 'Germany']"", ' University of Turin , Italy and WZB, Germany ', 'https://www.tandfonline.com/author/Saraceno%2C+Chiara')]","[('Netherlands', 1), ('Italy', 1), ('Germany', 1)]",1,1,479,508,30,,,13 Aug 2008,"1,742",116,3
10,3,9,2008,2008-3,book review,book review,Book Reviews,book review,"['book', 'review']",11.0,[],0,[],[],0,0,509,511,3,,,13 Aug 2008,26,0,0
10,3,10,2008,2008-3,book review,book review,Book Reviews,book review,"['book', 'review']",11.0,[],0,[],[],0,0,513,514,2,,,13 Aug 2008, 20,0,0
10,3,11,2008,2008-3,book review,book review,Book Reviews,book review,"['book', 'review']",11.0,[],0,[],[],0,0,515,516,2,,,13 Aug 2008,17,0,0
10,3,12,2008,2008-3,book review,book review,Book Reviews,book review,"['book', 'review']",11.0,[],0,[],[],0,0,517,519,3,,,13 Aug 2008, 11,0,0
10,3,13,2008,2008-3,book review,book review,Book Reviews,book review,"['book', 'review']",11.0,[],0,[],[],0,0,521,523,3,,,13 Aug 2008, 13,0,0
10,4,1,2008,2008-4,article,Article,Original Articles,introduction: professional work in europe,"['introduction', 'professional', 'work', 'europe']",41.0,[],1,"[('Julia Evetts', 'female', ""['United Kingdom']"", ' University of Nottingham , UK ', 'https://www.tandfonline.com/author/Evetts%2C+Julia')]","[('United Kingdom', 1)]",0,0,525,544,20,,,27 Sep 2008,454,19,0
10,4,2,2008,2008-4,article,Article,Original Articles,the european learned professions and the eu higher education project,"['european', 'learned', 'profession', 'eu', 'higher', 'education', 'project']",68.0,"['EU higher education policy', 'EU expert governance', 'EU-oriented professionalism', 'EU cultural capital', 'EU science- and policy project']",1,"[('Vittorio Olgiati', 'male', ""['Italy']"", ' University of Urbino , Urbino, Italy ', 'https://www.tandfonline.com/author/Olgiati%2C+Vittorio')]","[('Italy', 1)]",0,0,545,565,21,,,27 Sep 2008,153,7,0
10,4,3,2008,2008-4,article,Article,Original Articles,european regulation of professional education,"['european', 'regulation', 'professional', 'education']",45.0,"['EU', 'regulations', 'professions', 'architects', 'psychologists']",2,"[('Thomas Le Bianic', 'male', ""['France']"", ' Université Paris-Dauphine , Paris, France ', 'https://www.tandfonline.com/author/le+Bianic%2C+Thomas'), ('Lennart G. Svensson', 'male', ""['Sweden']"", ' Goteborg University , Goteborg, Sweden ', 'https://www.tandfonline.com/author/Svensson%2C+Lennart+G')]","[('France', 1), ('Sweden', 1)]",0,1,567,595,29,,,26 Sep 2008,160,10,0
10,4,4,2008,2008-4,article,Article,Original Articles,occupational licensing versus company-led training,"['occupational', 'licensing', 'versus', 'company-led', 'training']",50.0,"['equivalence of certificates', 'education systems', 'labour relations', 'trade unions', 'air transport']",1,"[('Dr Joachim Haas', 'male', ""['France']"", ' CEREQ/LIRHE , Université Toulouse 1 , Toulouse, France ', 'https://www.tandfonline.com/author/Haas%2C+Joachim')]","[('France', 1)]",0,0,597,617,21,,,26 Sep 2008,147,3,0
10,4,5,2008,2008-4,article,Article,Original Articles,the ‘healthcare state’ in transition,"['‘', 'healthcare', 'state', 'transition']",36.0,"['healthcare', 'governance', 'medical profession', 'European convergence']",2,"[('Ellen Kuhlmann', 'female', ""['United Kingdom']"", ' Department of Social and Policy Sciences , University of Bath , Bath, UK ', 'https://www.tandfonline.com/author/Kuhlmann%2C+Ellen'), ('Viola Burau', 'female', ""['Denmark']"", ' Department of Political Science , University of Aarhus , Aarhus, Denmark ', 'https://www.tandfonline.com/author/Burau%2C+Viola')]","[('United Kingdom', 1), ('Denmark', 1)]",0,1,619,633,15,,,26 Sep 2008,388,23,0
10,4,6,2008,2008-4,article,Article,Original Articles,public good or free market?,"['public', 'good', 'free', 'market']",27.0,"['cultural professions', 'copyright law', 'EU-Directive', 'knowledge-society', 'work regulation']",1,"[('Dr Christiane Schnell', 'female', ""['Germany']"", ' University of Bremen , Bremen, Germany ', 'https://www.tandfonline.com/author/Schnell%2C+Christiane')]","[('Germany', 1)]",0,0,635,652,18,,,27 Sep 2008,157,1,0
10,4,7,2008,2008-4,article,Article,Original Articles,the ‘reflective capacity’ of professions confronted by international competition,"['‘', 'reflective', 'capacity', 'profession', 'confronted', 'international', 'competition']",80.0,"['professional markets', 'European and state regulations', 'policy networks', 'professional representation', 'trade-unions', 'collective action', 'architects']",1,"[('Florent Champy', 'male', ""['France']"", ' IMM – Centre de Sociologie du Travail et des Arts, Ecole des Hautes Etudes en Sciences Sociales , Paris, France ', 'https://www.tandfonline.com/author/Champy%2C+Florent')]","[('France', 1)]",0,0,653,672,20,,,27 Sep 2008,83,3,0
10,4,8,2008,2008-4,article,Article,Original Articles,professionals of policies for fighting unemployment in france,"['professional', 'policy', 'fighting', 'unemployment', 'france']",61.0,"['support of job seekers in France', 'accompaniment', 'the unemployed', 'advisers', 'professionalism', 'French unemployment policies', 'European Employment Strategy']",1,"[('Dr Sophie Divay', 'female', ""['France']"", ' Université Paris 1 Panthéon-Sorbonne, CNRS , Paris, France ', 'https://www.tandfonline.com/author/Divay%2C+Sophie')]","[('France', 1)]",0,0,673,686,14,,,27 Sep 2008,93,3,0
10,5,1,2008,2008-5,editorial,editorial,Editorials,editorial,['editorial'],9.0,[],1,"[('John Scott', 'male', ""['United Kingdom']"", ' University of Plymouth , ', 'https://www.tandfonline.com/author/Scott%2C+John')]","[('United Kingdom', 1)]",0,0,687,688,2,,,24 Dec 2008,10,0,0
10,5,2,2008,2008-5,article,Article,Employment and Unemployment,normalizing active employment policies in the european union,"['normalizing', 'active', 'employment', 'policy', 'european', 'union']",60.0,"['activation', 'normalization', 'Europeanization', 'convergence', 'methodology']",1,"[('Mr Peter Triantafillou', 'unknown', ""['Denmark']"", ' Department of Society and Globalisation , Roskilde University , Roskilde, Denmark ', 'https://www.tandfonline.com/author/Triantafillou%2C+Peter')]","[('Denmark', 1)]",0,0,689,710,22,03 Apr 2007,,24 Dec 2008,112,3,0
10,5,3,2008,2008-5,article,Article,Employment and Unemployment,first-time jobseekers versus unemployed with previous work experience,"['first-time', 'jobseekers', 'versus', 'unemployed', 'previous', 'work', 'experience']",69.0,"['youth and adult unemployment', 'long-term unemployment', 'duration dependence', 'institutional embeddedness', 'labour market regulation', 'educational signalling']",1,"[('Dr Ilaria Covizzi', 'female', ""['Switzerland']"", ' Institut für Soziologie, Universität Basel , Petersgraben 27, 4051, Basel, Switzerland ', 'https://www.tandfonline.com/author/Covizzi%2C+Ilaria')]","[('Switzerland', 1)]",0,0,711,735,25,03 Apr 2007,,24 Dec 2008,147,0,3
10,5,4,2008,2008-5,article,Article,Employment and Unemployment,universal disadvantage?,"['universal', 'disadvantage']",23.0,"['economic well-being', 'part-time work', 'Europe', 'work-life balance']",1,"[('Dr Tracey Warren', 'mostly_female', ""['United Kingdom']"", ' Sociology and Social Policy , University of Nottingham , University Park, Nottingham, NG7 2RD, UK ', 'https://www.tandfonline.com/author/Warren%2C+Tracey')]","[('United Kingdom', 1)]",0,0,737,762,26,,,24 Dec 2008,144,8,0
10,5,5,2008,2008-5,article,Article,Social Policy and Social Insurance,explaining dutch fertility rates in a comparative european perspective,"['explaining', 'dutch', 'fertility', 'rate', 'comparative', 'european', 'perspective']",70.0,"['fertility rates', 'family policy', 'economy', 'culture', 'cross-national comparison', 'The Netherlands']",2,"[('Ms Arieke J. Rijken', 'unknown', ""['Netherlands']"", ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Rijken%2C+Arieke+J'), ('Trudie Knijn', 'female', ""['Netherlands']"", ' Interdisciplinary Social Science , Utrecht University , Heidelberglaan 2, 3584 CS, Utrecht, The Netherlands ', 'https://www.tandfonline.com/author/Knijn%2C+Trudie')]","[('Netherlands', 2)]",0,0,763,786,24,,,24 Dec 2008,161,2,0
10,5,6,2008,2008-5,article,Article,Social Policy and Social Insurance,towards a european social model?,"['towards', 'european', 'social', 'model']",32.0,"['social insurance', 'European Union', 'European social model', 'convergence']",3,"[('Ingalill Montanari', 'female', ""['Sweden']"", ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Montanari%2C+Ingalill'), ('Kenneth Nelson', 'male', ""['Sweden']"", ' Swedish Institute for Social Research , Stockholm University , S-106 91, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Nelson%2C+Kenneth'), ('Joakim Palme', 'male', ""['Sweden']"", ' Swedish Institute for Social Research and Institute for Futures Studies , Box 591, S-101 31, Stockholm, Sweden ', 'https://www.tandfonline.com/author/Palme%2C+Joakim')]","[('Sweden', 3)]",0,0,787,810,24,03 Apr 2007,,24 Dec 2008,377,18,0
10,5,7,2008,2008-5,article,Article,European Political Processes,surveillance in germany after 9/11,"['surveillance', 'germany', '9/11']",34.0,"['surveillance', '9/11', 'immigrants', 'Germany']",1,"[('Çagatay Topal', 'unknown', ""['Turkey']"", ' Department of Sociology , Middle East Technical University , Ankara, Turkey ', 'https://www.tandfonline.com/author/Topal%2C+%C3%87agatay')]","[('Turkey', 1)]",0,0,809,832,24,03 Apr 2007,,24 Dec 2008,350,1,0
